text,label
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
délka,1
rychlý přenos,1
funguje,1
dost dlouhý,1
funguje ok,1
Levný a funkční.,1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
Spokojenost,1
Vyžádal si kabel odborník  super,1
Funguje,1
Splňuje specifikaci,1
15 m,1
cena,1
super,1
bezproblémové,1
"Funguje jak má, plní svůj účel. Super poměr kvalita versus cena.",1
Propojení routeru s televizí - funguje,1
základní kabel,1
dobrá cena,1
černá barva,1
není moc odolný,0
cena,1
kvalita,1
Jedná se o normální kabel pro siťové napojení periférii. Vzhledem k ceně jen na použití v interiéru,1
"Dělá to, co má, přenáší pakety :D",1
Rychlost ok,1
Vzhled,1
V konektoru drží :D,1
Prostě funkční kabel cat 5e,1
Funguje,1
zlomila se packa,0
Kabel na 20 metrů nemá ztrátu,1
Stahuji plnou rychlostí 40mb/s,1
"Splnil očekávání, funguje .",1
kvalita,1
plní svoji funkci ok,1
dobrá cena,1
V pořádku,1
Spolehlivý přenos,1
Láme se plast,0
funkční,1
žádné,0
Cena,1
Kvalita,1
Cena,1
Kvalita,1
Cena,1
Délka,1
Barva,1
přenos dat naprosto v pořádku,1
"Funguje, jak má",1
není na tom co zkazit,1
"Kvalita materiálu, žádná tenká nit.",1
Rychlé dodání,1
Nevím o nich.,0
Super vodič,1
WiFi funguje,1
Díky tomuto kabelu vám mohu odepsat,1
Drát je moc dlouhý,0
vše v pořádku,1
Je to kabel,1
Žádné,0
Cena,1
"Mozna jen  chyba kusu, ale byl nefunkcni.",0
Žádné,0
Co říct👍,1
Kabel funguje bez problémů,1
Líbí se mi i ta oranžová barva,1
Splnil očekávání,1
OK,1
"příjemný na práci, flexibilní",1
Je to kabel...,1
Dávejte bacha na délku :-D,0
Výrazná barva,1
"Funguje, jak má",1
"Trochu tužší, než bych rád",0
Doporučuji,1
Nic,0
funguje,1
nic,0
Vše v pohodě,1
Nic,0
Funguje,1
Nic,0
Kabel,1
Černý,1
Ideální délka na připojení Smart TV,1
Kabel kabelovitý,1
Černý,1
Ideální délky,1
rychlost dodání,1
"Kabel, no :-))",1
"Používám na gigabitovou síť, v poho",1
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1
Nemám,1
Nemám žádný,0
Žádný,1
prostě kabel nic víc nic míň,1
Je to kabel,1
Funguje jak má,1
Nic,0
funguje,1
žádné,0
Klasika,1
"FUNGUJE , JAK MÁ",1
Cena,1
Funkční,1
Slabý vodič,0
Vnější izolace se hned láme.,0
prostě kábl...,1
černý a 10 m dlouhy,1
funguje,1
Funguje jak má,1
Funguje přes něj internet 300 Mmbit,1
Hezky zacvakávají koncovky,1
Neutrální barva,1
Nelze zohnout do pravého úhlu,0
Funguje jak má,1
Prostě kabel - funguje :-),1
Nic,0
Dělá co má.,1
Nic,0
Kabel... Kabeluje :-),1
Kabel... Kabeluje :-),1
Funguje jak má,1
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1
funguje,1
měkký,1
flexibilní,1
Docela dlouhej,1
Mohl mít normální barvu,0
funguje jak má,1
nic,0
Good quality,1
Speed is slow for internet connection as it is CAT5E,0
Bez problémů super,1
"Hotový kabel i s koncovkami , bez chyby!!!",1
Cena,1
splňuje očekávání,1
Je to kabel,1
Tahá to ty internety,1
Je to docela dlouhý kabel,1
"Barva nikoho neurazí, takzvaně neutrální šedá",1
Mohl by být i delší,0
Není bílý,0
funguje,1
Super kabel,1
Super kabel,1
Dobrý,1
splňuje to co má,1
nic,0
Zatiaľ všetko funguje,1
funguje,1
Kvalitní kabel s dlouhou životností,1
pěkná barva,1
Funguje,1
Žádné,0
"Spokojenost, dělá to co kabel má =)",1
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
rád se láme,0
Funguje :-),1
kvalitní kabel za příjemnou cenu,1
"Dráty použité v kabelu jsou vodivé, porty fungují, vydrží to předpokládám roky funkční.",1
"Česká společnost KRT Ostrava s.r.o. výrábí tento kabel, ale v názvu se předstírá, že je kabel zahraniční produkt.",0
Nelíbí se mi barva a výrobce nenabízí více barevných variant na výběr.,0
"Když bych viděl skutečnou zahraniční spolešnost, resp. její kabely na Alze, např. Satmaxium, tak si koupím raději za stejnou cenu Satmaxium a vyberu si i barvu (dávají na výběr, a za to bych si klidně připlatil). Líbil by se mi černý, nebo světle zelený, nebo průhledný který svítí když tečou data.",0
Nekroutí se,1
Rychlý,1
cena,1
kvalita,1
cena,1
kvalita,1
Dostupnost,1
Pro kameru přes PoE bez problémů,1
CAT5E,1
Kvalitní provedení,1
Hezká barva,1
stálej přenos,1
Bez problémů,1
Bez problemů,1
rychlost,1
žádné,0
funkční kabel - co chtít víc,1
funkční kabel - co chtít víc,1
ok,1
cena,1
cena,1
opletení kabelu by mohlo být bytelnější,0
Super,1
splnil očekávání,1
funguje,1
Rychlost a spracování,1
"dělá to to, co to má dělat",1
"dělá co má, za mě super",1
"Kabel, co víc k tomu napsat",1
Dobrý poměr cena/kvalita,1
Funguje jak má,1
👍🏻.,1
Kvalitní kabel s koncovkami.,1
funguje jak má,1
vynikající,1
rychlé doručení a dobrá kvalita,1
Kabel,1
Červený kabel,1
Vede komunikaci ze zdířky do zdířky,1
Cena,1
OK,1
ok,1
Dobrý materiál,1
Dobrý konektor,1
Dobrý balení,1
Černá barva je opravdu celkem černá a ne šedá (Jak se často potkávám),1
Chvíli trvalo kabel narovnat než se s ním dalo dělat,0
Na balení mohlo být použito míň plastu,0
ok,1
plně funkční,1
žádné,0
Funguje jak má a za super cenu,1
vše ok,1
funguje dobře,1
žádné,0
Kvalita,1
dlouhý,1
odolný,1
je to kabel :-),1
3 roky a stale funguje.,1
V poradku,0
Prostě kabel,1
normální síťový kabel,1
normální síťový kabel,1
normální síťový kabel,1
Fuguje pidoe očkávání,1
"dlouhý, funguje 95% času",1
"je horší na rychlost, občas se tak jako 'vypojí', nutno poštelovat konektor",0
Praktické,1
spokojenost,1
funkční,1
fajn cena,1
"Normální průměrný kabel:)žádná hitparáda, ale šunt to taky zrovna není.",1
vše ok,1
žlutý,1
tenký,0
při běžné manipulaci se nepoškodí.,1
pevné koncovky,1
není chyba produktu ale z nějakého důvodu tento typ kabelu láká moji kočku a do jednoho dne kabel prokouše. (ostatní kabely ignoruje),0
všechno v pořádku 😉,1
žádný,0
kabel funguje spolehlivě,1
Spokojenost,1
"Normální datový kabel, funguje",1
Nic,1
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
délka,1
rychlý přenos,1
funguje,1
dost dlouhý,1
funguje ok,1
Levný a funkční.,1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
Spokojenost,1
Vyžádal si kabel odborník  super,1
Funguje,1
Splňuje specifikaci,1
15 m,1
cena,1
super,1
bezproblémové,1
"Funguje jak má, plní svůj účel. Super poměr kvalita versus cena.",1
Propojení routeru s televizí - funguje,1
základní kabel,1
dobrá cena,1
černá barva,1
není moc odolný,0
cena,1
kvalita,1
Jedná se o normální kabel pro siťové napojení periférii. Vzhledem k ceně jen na použití v interiéru,1
"Dělá to, co má, přenáší pakety :D",1
Rychlost ok,1
Vzhled,1
V konektoru drží :D,1
Prostě funkční kabel cat 5e,1
Funguje,1
zlomila se packa,0
Kabel na 20 metrů nemá ztrátu,1
Stahuji plnou rychlostí 40mb/s,1
"Splnil očekávání, funguje .",1
kvalita,1
plní svoji funkci ok,1
dobrá cena,1
V pořádku,1
Spolehlivý přenos,1
Láme se plast,0
funkční,1
žádné,0
Cena,1
Kvalita,1
Cena,1
Kvalita,1
Cena,1
Délka,1
Barva,1
přenos dat naprosto v pořádku,1
"Funguje, jak má",1
není na tom co zkazit,1
"Kvalita materiálu, žádná tenká nit.",1
Rychlé dodání,1
Nevím o nich.,0
Super vodič,1
WiFi funguje,1
Díky tomuto kabelu vám mohu odepsat,1
Drát je moc dlouhý,0
vše v pořádku,1
Je to kabel,1
Žádné,0
Cena,1
"Mozna jen  chyba kusu, ale byl nefunkcni.",0
Žádné,0
Co říct👍,1
Kabel funguje bez problémů,1
Líbí se mi i ta oranžová barva,1
Splnil očekávání,1
OK,1
"příjemný na práci, flexibilní",1
Je to kabel...,1
Dávejte bacha na délku :-D,0
Výrazná barva,1
"Funguje, jak má",1
"Trochu tužší, než bych rád",0
Doporučuji,1
Nic,0
funguje,1
nic,0
Vše v pohodě,1
Nic,0
Funguje,1
Nic,0
Kabel,1
Černý,1
Ideální délka na připojení Smart TV,1
Kabel kabelovitý,1
Černý,1
Ideální délky,1
rychlost dodání,1
"Kabel, no :-))",1
"Používám na gigabitovou síť, v poho",1
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1
Nemám,1
Nemám žádný,0
Žádný,1
prostě kabel nic víc nic míň,1
Je to kabel,1
Funguje jak má,1
Nic,0
funguje,1
žádné,0
Klasika,1
"FUNGUJE , JAK MÁ",1
Cena,1
Funkční,1
Slabý vodič,0
Vnější izolace se hned láme.,0
prostě kábl...,1
černý a 10 m dlouhy,1
funguje,1
Funguje jak má,1
Funguje přes něj internet 300 Mmbit,1
Hezky zacvakávají koncovky,1
Neutrální barva,1
Nelze zohnout do pravého úhlu,0
Funguje jak má,1
Prostě kabel - funguje :-),1
Nic,0
Dělá co má.,1
Nic,0
Kabel... Kabeluje :-),1
Kabel... Kabeluje :-),1
Funguje jak má,1
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1
funguje,1
měkký,1
flexibilní,1
Docela dlouhej,1
Mohl mít normální barvu,0
funguje jak má,1
nic,0
Good quality,1
Speed is slow for internet connection as it is CAT5E,0
Bez problémů super,1
"Hotový kabel i s koncovkami , bez chyby!!!",1
Cena,1
splňuje očekávání,1
Je to kabel,1
Tahá to ty internety,1
Je to docela dlouhý kabel,1
"Barva nikoho neurazí, takzvaně neutrální šedá",1
Mohl by být i delší,0
Není bílý,0
funguje,1
Super kabel,1
Super kabel,1
Super kabel,1
"prostě kabel, v barvě koupen pro lepší rozlišení ve switchi",1
cena,1
bez problému,1
nic,0
Dobré přenos dat,1
Cena,1
Funguje,1
"Nic sem nenasel, proste kabel :)",0
bez problému,1
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
rád se láme,0
Funguje :-),1
kvalitní kabel za příjemnou cenu,1
"Dráty použité v kabelu jsou vodivé, porty fungují, vydrží to předpokládám roky funkční.",1
"Česká společnost KRT Ostrava s.r.o. výrábí tento kabel, ale v názvu se předstírá, že je kabel zahraniční produkt.",0
Nelíbí se mi barva a výrobce nenabízí více barevných variant na výběr.,0
"Když bych viděl skutečnou zahraniční spolešnost, resp. její kabely na Alze, např. Satmaxium, tak si koupím raději za stejnou cenu Satmaxium a vyberu si i barvu (dávají na výběr, a za to bych si klidně připlatil). Líbil by se mi černý, nebo světle zelený, nebo průhledný který svítí když tečou data.",0
Nekroutí se,1
Rychlý,1
cena,1
kvalita,1
cena,1
kvalita,1
Dostupnost,1
Pro kameru přes PoE bez problémů,1
CAT5E,1
Kvalitní provedení,1
Hezká barva,1
stálej přenos,1
Bez problémů,1
Bez problemů,1
rychlost,1
žádné,0
funkční kabel - co chtít víc,1
funkční kabel - co chtít víc,1
ok,1
cena,1
cena,1
opletení kabelu by mohlo být bytelnější,0
Super,1
splnil očekávání,1
funguje,1
Rychlost a spracování,1
"dělá to to, co to má dělat",1
"dělá co má, za mě super",1
"Kabel, co víc k tomu napsat",1
Dobrý poměr cena/kvalita,1
Funguje jak má,1
👍🏻.,1
Kvalitní kabel s koncovkami.,1
funguje jak má,1
vynikající,1
rychlé doručení a dobrá kvalita,1
Kabel,1
Červený kabel,1
Vede komunikaci ze zdířky do zdířky,1
Cena,1
OK,1
ok,1
Dobrý materiál,1
Dobrý konektor,1
Dobrý balení,1
Černá barva je opravdu celkem černá a ne šedá (Jak se často potkávám),1
Chvíli trvalo kabel narovnat než se s ním dalo dělat,0
Na balení mohlo být použito míň plastu,0
ok,1
plně funkční,1
žádné,0
Funguje jak má a za super cenu,1
vše ok,1
funguje dobře,1
žádné,0
Kvalita,1
dlouhý,1
odolný,1
je to kabel :-),1
3 roky a stale funguje.,1
V poradku,0
Prostě kabel,1
normální síťový kabel,1
normální síťový kabel,1
normální síťový kabel,1
Fuguje pidoe očkávání,1
"dlouhý, funguje 95% času",1
"je horší na rychlost, občas se tak jako 'vypojí', nutno poštelovat konektor",0
Praktické,1
spokojenost,1
funkční,1
fajn cena,1
"Normální průměrný kabel:)žádná hitparáda, ale šunt to taky zrovna není.",1
vše ok,1
žlutý,1
tenký,0
při běžné manipulaci se nepoškodí.,1
pevné koncovky,1
není chyba produktu ale z nějakého důvodu tento typ kabelu láká moji kočku a do jednoho dne kabel prokouše. (ostatní kabely ignoruje),0
všechno v pořádku 😉,1
žádný,0
Dobrý,1
kabel funguje spolehlivě,1
Spokojenost,1
"Normální datový kabel, funguje",1
Nic,1
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
délka,1
rychlý přenos,1
funguje,1
dost dlouhý,1
funguje ok,1
Levný a funkční.,1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
Spokojenost,1
Vyžádal si kabel odborník  super,1
Funguje,1
Splňuje specifikaci,1
15 m,1
cena,1
super,1
bezproblémové,1
"Funguje jak má, plní svůj účel. Super poměr kvalita versus cena.",1
Propojení routeru s televizí - funguje,1
základní kabel,1
dobrá cena,1
černá barva,1
není moc odolný,0
cena,1
kvalita,1
Jedná se o normální kabel pro siťové napojení periférii. Vzhledem k ceně jen na použití v interiéru,1
"Dělá to, co má, přenáší pakety :D",1
Rychlost ok,1
Vzhled,1
V konektoru drží :D,1
Prostě funkční kabel cat 5e,1
Funguje,1
zlomila se packa,0
Kabel na 20 metrů nemá ztrátu,1
Stahuji plnou rychlostí 40mb/s,1
"Splnil očekávání, funguje .",1
kvalita,1
plní svoji funkci ok,1
dobrá cena,1
V pořádku,1
Spolehlivý přenos,1
Láme se plast,0
funkční,1
žádné,0
Cena,1
Kvalita,1
Cena,1
Kvalita,1
Cena,1
Délka,1
Barva,1
přenos dat naprosto v pořádku,1
"Funguje, jak má",1
není na tom co zkazit,1
"Kvalita materiálu, žádná tenká nit.",1
Rychlé dodání,1
Nevím o nich.,0
Super vodič,1
WiFi funguje,1
Díky tomuto kabelu vám mohu odepsat,1
Drát je moc dlouhý,0
vše v pořádku,1
Je to kabel,1
Žádné,0
Cena,1
"Mozna jen  chyba kusu, ale byl nefunkcni.",0
Žádné,0
Co říct👍,1
Kabel funguje bez problémů,1
Líbí se mi i ta oranžová barva,1
Splnil očekávání,1
OK,1
"příjemný na práci, flexibilní",1
Je to kabel...,1
Dávejte bacha na délku :-D,0
Výrazná barva,1
"Funguje, jak má",1
"Trochu tužší, než bych rád",0
Doporučuji,1
Nic,0
funguje,1
nic,0
Vše v pohodě,1
Nic,0
Funguje,1
Nic,0
Kabel,1
Černý,1
Ideální délka na připojení Smart TV,1
Kabel kabelovitý,1
Černý,1
Ideální délky,1
rychlost dodání,1
"Kabel, no :-))",1
"Používám na gigabitovou síť, v poho",1
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1
Nemám,1
Nemám žádný,0
Žádný,1
prostě kabel nic víc nic míň,1
Je to kabel,1
Funguje jak má,1
Nic,0
funguje,1
žádné,0
Klasika,1
"FUNGUJE , JAK MÁ",1
Cena,1
Funkční,1
Slabý vodič,0
Vnější izolace se hned láme.,0
prostě kábl...,1
černý a 10 m dlouhy,1
funguje,1
Funguje jak má,1
Funguje přes něj internet 300 Mmbit,1
Hezky zacvakávají koncovky,1
Neutrální barva,1
Nelze zohnout do pravého úhlu,0
Funguje jak má,1
Prostě kabel - funguje :-),1
Nic,0
Dělá co má.,1
Nic,0
Kabel... Kabeluje :-),1
Kabel... Kabeluje :-),1
Funguje jak má,1
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1
funguje,1
měkký,1
flexibilní,1
Docela dlouhej,1
Mohl mít normální barvu,0
funguje jak má,1
nic,0
Good quality,1
Speed is slow for internet connection as it is CAT5E,0
Bez problémů super,1
"Hotový kabel i s koncovkami , bez chyby!!!",1
Cena,1
splňuje očekávání,1
Je to kabel,1
Tahá to ty internety,1
Je to docela dlouhý kabel,1
"Barva nikoho neurazí, takzvaně neutrální šedá",1
Mohl by být i delší,0
Není bílý,0
